year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,192305.957165,142306.408302
2018,192305.957165,142306.408302
2019,192305.957165,142306.408302
2020,192305.957165,142306.408302
2021,192305.957165,142306.408302
2022,192305.957165,142306.408302
2023,192305.957165,142306.408302
2024,192305.957165,142306.408302
2025,192305.957165,142306.408302
2026,192305.957165,142306.408302
2027,192305.957165,142306.408302
2028,192305.957165,142306.408302
2029,192305.957165,142306.408302
2030,192305.957165,142306.408302
2031,192305.957165,142306.408302
