year,Base case cost,Modeled non-residential energy efficiency
2017,4309773.70884,4289921.57221
2018,4521848.31841,4485702.46192
2019,4813450.90658,4760965.15555
2020,4952624.86911,4884919.75087
2021,5045407.5108,4963058.217
2022,5124935.48939,5028341.37308
2023,5171326.81024,5060980.15856
2024,5217718.13108,5093935.76025
2025,5264109.45192,5127200.75358
2026,5323755.43587,5173955.40434
2027,5376774.08826,5214411.35536
2028,5423165.4091,5248561.69071
2029,5482811.39305,5296180.93363
2030,5515948.05079,5317699.93735
2031,5582221.36628,5372456.08784
