year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,649820.39182,480867.089947
2018,649820.39182,480867.089947
2019,649820.39182,480867.089947
2020,649820.39182,480867.089947
2021,649820.39182,480867.089947
2022,649820.39182,480867.089947
2023,649820.39182,480867.089947
2024,649820.39182,480867.089947
2025,649820.39182,480867.089947
2026,649820.39182,480867.089947
2027,649820.39182,480867.089947
2028,649820.39182,480867.089947
2029,649820.39182,480867.089947
2030,649820.39182,480867.089947
2031,649820.39182,480867.089947
