year,Base case diesel consumed,Modeled residential ashp
2017,224924.78731,-394726.996573
2018,230857.083627,-388794.700257
2019,234901.831116,-384749.952768
2020,239485.87827,-380165.905614
2021,244609.225089,-375042.558795
2022,248653.972578,-370997.811306
2023,252429.070234,-367222.71365
2024,255664.868225,-363986.915659
2025,259170.316049,-360481.467835
2026,263215.063538,-356436.720346
2027,268338.410357,-351313.373527
2028,274001.056841,-345650.727043
2029,271574.208348,-348077.575536
2030,271304.558515,-348347.225368
2031,272922.457511,-346729.326373
