year,Base case cost,Modeled residential energy efficiency
2017,9514048.79212,9902197.05207
2018,10623738.2463,10930058.9697
2019,12043069.8196,12246906.5263
2020,12845093.3615,12987744.4456
2021,13480527.1027,13574948.9069
2022,14020593.2304,14070876.2405
2023,14404478.5949,14420012.0234
2024,14768498.3526,14749806.1635
2025,15149530.0803,15097123.9582
2026,15624267.3859,15535105.9552
2027,16126346.6576,16002688.4328
2028,16630223.3968,16474315.4545
2029,16802860.9231,16611627.5707
2030,16951519.2419,16732497.0825
2031,17359259.9357,17104040.1147
