year,Base case cost,Modeled water and wastewater efficiency
2017,5538.45487304,2913.8317668
2018,6087.45300544,3185.4645802
2019,6871.73605172,3575.4114633
2020,7244.2704987,3758.5773423
2021,7499.16248874,3882.72940082
2022,7695.23325031,3977.41932449
2023,7832.48278341,4042.64496285
2024,7950.12524036,4098.10680762
2025,8067.7676973,4153.65410391
2026,8244.23138271,4238.83873664
2027,8381.48091581,4304.40227044
2028,8499.12337275,4360.19409128
2029,8655.97998201,4435.76622158
2030,8734.40828663,4472.00906448
2031,8910.87197205,4557.58250423
