year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,2257.32,114284.71,37435.25,3281.13,91422.86,21564.34
2018,2488.04,125965.71,41202.19,3599.41,100291.1,23656.14
2019,2817.64,142652.86,46583.53,4054.1,112960.02,26644.41
2020,2974.2,150579.26,49139.66,4270.07,118977.75,28063.85
2021,3081.32,156002.58,50888.6,4417.84,123095.15,29035.04
2022,3163.72,160174.37,52233.93,4531.51,126262.38,29782.11
2023,3221.4,163094.62,53175.67,4611.08,128479.44,30305.05
2024,3270.84,165597.69,53982.87,4679.28,130379.78,30753.3
2025,3320.28,168100.76,54790.07,4747.49,132280.12,31201.54
2026,3394.44,171855.37,56000.87,4849.79,135130.62,31873.9
2027,3452.12,174775.62,56942.61,4929.36,137347.68,32396.85
2028,3501.56,177278.69,57749.81,4997.56,139248.02,32845.09
2029,3567.48,180616.12,58826.08,5088.5,141781.81,33442.75
2030,3600.44,182284.84,59364.21,5133.97,143048.7,33741.57
2031,3674.6,186039.45,60575.01,5236.27,145899.2,34413.94
2032,3748.76,189794.06,61785.81,5338.58,148749.71,35086.3
2033,3822.92,193548.66,62996.62,5440.88,151600.22,35758.66
2034,3897.08,197303.27,64207.42,5543.18,154450.72,36431.02
2035,3946.52,199806.35,65014.62,5611.39,156351.06,36879.27
2036,4028.92,203978.13,66359.95,5725.06,159518.29,37626.34
2037,4070.12,206064.03,67032.62,5781.89,161101.91,37999.87
2038,4152.52,210235.81,68377.96,5895.56,164269.13,38746.94
2039,4210.2,213156.06,69319.69,5975.13,166486.2,39269.89
2040,4300.84,217745.03,70799.56,6100.17,169970.15,40091.66
