year,Base case cost,Modeled diesel efficiency
2019,136041.340103,291578.676386
2020,145614.619592,296346.390605
2021,152164.758189,298458.027754
2022,157203.326341,299285.581073
2023,160730.324048,298826.93951
2024,163753.464939,297996.14479
2025,166776.60583,297249.235357
2026,171311.317167,297958.400084
2027,174838.314873,297831.460708
2028,177861.455764,297324.593946
2029,181892.310286,297810.123664
2030,183907.737547,296537.951888
2031,188442.448883,297628.797215
2032,192977.16022,298790.69612
2033,197511.871557,300021.983302
2034,202046.582894,301321.032464
2035,205069.723785,301312.100467
2036,210108.291937,303199.997926
2037,212627.576013,302860.745403
2038,217666.144165,304873.380281
