year,Base case diesel consumed,Modeled diesel efficiency
2019,50385.6815196,45805.1650178
2020,50385.6815196,45805.1650178
2021,50385.6815196,45805.1650178
2022,50385.6815196,45805.1650178
2023,50385.6815196,45805.1650178
2024,50385.6815196,45805.1650178
2025,50385.6815196,45805.1650178
2026,50385.6815196,45805.1650178
2027,50385.6815196,45805.1650178
2028,50385.6815196,45805.1650178
2029,50385.6815196,45805.1650178
2030,50385.6815196,45805.1650178
2031,50385.6815196,45805.1650178
2032,50385.6815196,45805.1650178
2033,50385.6815196,45805.1650178
2034,50385.6815196,45805.1650178
2035,50385.6815196,45805.1650178
2036,50385.6815196,45805.1650178
2037,50385.6815196,45805.1650178
2038,50385.6815196,45805.1650178
