year,Base case cost,Modeled biomass for heat (cordwood)
2017,19106.0447759,19964.6715953
2018,20924.0847759,21308.9300524
2019,23456.3547759,23181.2900461
2020,24625.0947759,24045.4561971
2021,25469.1847759,24669.576195
2022,26118.4847759,25149.6685011
2023,26572.9947759,25485.7331153
2024,26962.5747759,25773.788499
2025,27417.0847759,26109.8531132
2026,27936.5247759,26493.9269581
2027,28391.0347759,26829.9915724
2028,28780.6147759,27118.046956
2029,29235.1247759,27454.1115703
2030,29559.7747759,27694.1577233
2031,30144.1447759,28126.2407988
2032,,
2033,,
2034,,
2035,,
2036,,
