year,Base case diesel consumed,Modeled non-residential ashp
2017,256864.390176,179805.0732
2018,256864.390176,179805.0732
2019,256864.390176,179805.0732
2020,256864.390176,179805.0732
2021,256864.390176,179805.0732
2022,256864.390176,179805.0732
2023,256864.390176,179805.0732
2024,256864.390176,179805.0732
2025,256864.390176,179805.0732
2026,256864.390176,179805.0732
2027,256864.390176,179805.0732
2028,256864.390176,179805.0732
2029,256864.390176,179805.0732
2030,256864.390176,179805.0732
2031,256864.390176,179805.0732
