year,Base case cost,Modeled water and wastewater efficiency
2017,2798.04845948,3350.84336743
2018,5223.34371482,5081.3594192
2019,8613.8180897,7500.62674124
2020,10204.1336707,8635.32173536
2021,11407.6195868,9494.00366204
2022,12228.7615789,10079.8563787
2023,12858.7444625,10529.304295
2024,13390.8804186,10908.9370404
2025,13935.0304709,11297.1249589
2026,14775.3328517,11896.6378287
2027,15347.5405223,12304.8088426
2028,15905.9621681,12703.1704704
2029,16682.3238243,13257.018485
2030,17175.2438303,13608.5963823
2031,17940.9545402,14154.872966
