year,Base case diesel consumed,Modeled residential ashp
2017,76168.1395313,10402.5931954
2018,78672.1480418,12906.6017059
2019,81176.1565522,15410.6102163
2020,83680.1650627,17914.6187268
2021,86184.1735732,20418.6272372
2022,87436.1778284,21670.6314925
2023,89940.1863388,24174.6400029
2024,91192.1905941,25426.6442581
2025,93696.1991045,27930.6527686
2026,96200.207615,30434.6612791
2027,98704.2161254,32938.6697895
2028,101208.224636,35442.6783
2029,104964.237402,39198.6910657
2030,107468.245912,41702.6995761
2031,109972.254422,44206.7080866
