year,Base case cost,Modeled non-residential energy efficiency
2017,1048938.20874,1356659.6733
2018,1125388.15703,1429928.8204
2019,1232418.08465,1532505.62634
2020,1281346.05156,1579397.88049
2021,1318042.02674,1614567.0711
2022,1342506.01019,1638013.19817
2023,1360853.99778,1655597.79347
2024,1376143.98744,1670251.62289
2025,1391433.9771,1684905.45231
2026,1415897.96056,1708351.57938
2027,1431187.95021,1723005.4088
2028,1446477.93987,1737659.23822
2029,1467883.9254,1758174.59941
2030,1480115.91712,1769897.66295
2031,1501521.90265,1790413.02414
