year,Base case cost,Modeled non-residential energy efficiency
2017,478534.512538,548754.864224
2018,516672.916474,586458.145799
2019,569574.573548,638756.246049
2020,595410.266537,664297.178729
2021,612634.061863,681324.467182
2022,626167.043905,694703.050967
2023,636009.212663,704432.930083
2024,643390.839231,711730.33942
2025,653233.007989,721460.218536
2026,664305.447841,732406.332542
2027,674147.616599,742136.211658
2028,681529.243168,749433.620995
2029,692601.68302,760379.735001
2030,698753.038494,766460.909448
2031,711055.749441,778623.258344
