year,population
2003,38.0
2004,42.0
2005,39.0
2006,51.0
2007,47.0
2008,60.0
2009,44.0
2010,49.0
2011,47.0
2012,47.0
2013,47.0
2014,47.0
2015,47.0
2016,47.0
2017,46.0
2018,46.0
2019,45.0
2020,45.0
2021,44.0
2022,44.0
2023,43.0
2024,42.0
2025,41.0
2026,41.0
2027,40.0
2028,39.0
2029,38.0
2030,37.0
2031,37.0
2032,36.0
2033,35.0
2034,34.0
2035,34.0
2036,33.0
2037,32.0
2038,32.0
2039,31.0
2040,31.0
