year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,55144.69,0.0,117628.57,19741.0
2018,55144.69,0.0,117628.57,18829.69
2019,55144.69,0.0,117628.57,18829.69
2020,55144.69,0.0,117628.57,18829.69
2021,55144.69,0.0,117628.57,18829.69
2022,55144.69,0.0,117628.57,17918.37
2023,55144.69,0.0,117628.57,17918.37
2024,55144.69,0.0,117628.57,17007.06
2025,55144.69,0.0,117628.57,17007.06
2026,55144.69,0.0,117628.57,17007.06
2027,55144.69,0.0,117628.57,16095.75
2028,55144.69,0.0,117628.57,16095.75
2029,55144.69,0.0,117628.57,15184.44
2030,55144.69,0.0,117628.57,15184.44
2031,55144.69,0.0,117628.57,15184.44
2032,55144.69,,,14273.13
2033,55144.69,,,14273.13
2034,55144.69,,,14273.13
2035,55144.69,,,13361.81
2036,55144.69,,,13361.81
