year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,117628.56901,87045.1410676
2018,117628.56901,87045.1410676
2019,117628.56901,87045.1410676
2020,117628.56901,87045.1410676
2021,117628.56901,87045.1410676
2022,117628.56901,87045.1410676
2023,117628.56901,87045.1410676
2024,117628.56901,87045.1410676
2025,117628.56901,87045.1410676
2026,117628.56901,87045.1410676
2027,117628.56901,87045.1410676
2028,117628.56901,87045.1410676
2029,117628.56901,87045.1410676
2030,117628.56901,87045.1410676
2031,117628.56901,87045.1410676
