year,Base case cost,Modeled residential energy efficiency
2017,775708.791665,766896.171657
2018,769860.460519,756464.129788
2019,827521.21513,807843.503038
2020,859555.89043,836822.371189
2021,870423.377613,845482.886542
2022,905052.624239,878584.229594
2023,944901.08452,917244.320429
2024,1012543.81524,984038.215827
2025,1084486.57473,1054792.60588
2026,1150083.82555,1119201.48724
2027,1193495.13636,1161424.42861
2028,1227875.88853,1194786.5784
2029,1550786.88844,1516509.20886
2030,1858749.70531,1823623.19041
2031,2132183.29729,2095698.64588
2032,2108027.18747,2070184.39955
2033,1994223.23846,1954852.54697
2034,1907700.55631,1866971.7283
2035,1915398.16451,1873650.73412
2036,2059894.87527,2016619.54131
