year,Base case diesel consumed,Modeled non-residential ashp
2017,153802.530505,125469.386049
2018,142622.99203,114289.847574
2019,144220.068955,115886.924499
2020,145817.14588,117484.001424
2021,144220.068955,115886.924499
2022,149011.29973,120678.155274
2023,155399.60743,127066.462974
2024,168176.22283,139843.078374
2025,180952.83823,152619.693773
2026,192132.376705,163799.232248
2027,198520.684404,170187.539948
2028,203311.915179,174978.770723
2029,265597.915253,237264.770797
2030,324689.761477,296356.617021
2031,374199.146151,345866.001695
