year,Base case cost,Modeled diesel efficiency
2019,446342.730914,750088.793213
2020,478959.618774,779740.50945
2021,499784.191145,798671.938878
2022,521110.43953,818059.43741
2023,541812.909334,836879.864504
2024,566125.441055,858982.166069
2025,594057.63952,884375.073765
2026,622427.871501,910166.193747
2027,644580.783408,930305.204571
2028,662686.917609,946765.326572
2029,760945.977095,1036091.74429
2030,854952.97708,1121552.65336
2031,943898.792063,1202412.48517
2032,950891.002128,1208769.03977
2033,935957.648383,1195193.26364
2034,924395.077847,1184681.83588
2035,934890.742334,1194223.34905
2036,992428.728259,1246530.60898
2037,1078657.73247,1324920.61281
2038,1172708.42267,1410421.24026
