year,Base case cost,Modeled non-residential energy efficiency
2017,968557.5272,935589.936379
2018,1024611.66585,983699.954784
2019,1101426.5966,1049628.49853
2020,1138796.02237,1081701.84413
2021,1165785.05209,1104865.92707
2022,1184469.76497,1120902.59987
2023,1199002.31944,1133375.5676
2024,1209382.71548,1142284.83027
2025,1223915.26995,1154757.798
2026,1238447.82442,1167230.76574
2027,1252980.37888,1179703.73347
2028,1265436.85414,1190394.84868
2029,1279969.4086,1202867.81641
2030,1290349.80465,1211777.07908
2031,1306958.43832,1226031.89935
