year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,516.632648086,
2018,470.479191584,
2019,477.618820088,
2020,482.198806344,
2021,473.575162963,
2022,495.035885927,
2023,525.119982353,
2024,580.200201318,
2025,633.541331914,
2026,685.635976386,
2027,714.023901571,
2028,735.541307533,
2029,1008.88103065,
2030,1274.22818111,
2031,1490.67814803,
