year,Base case cost,Modeled diesel efficiency
2019,228400.332658,388315.771388
2020,240029.677498,398887.903061
2021,247937.631989,406076.952598
2022,253984.891306,411574.461068
2023,257691.582855,414944.180658
2024,261406.056121,418320.974536
2025,265120.529387,421697.768415
2026,270227.930129,426340.859998
2027,274406.712553,430139.753111
2028,277656.876661,433094.447755
2029,282299.968244,437315.440103
2030,284554.937117,439365.411806
2031,289652.82687,443999.857036
2032,294750.716623,448634.302266
2033,299385.161853,452847.434293
2034,304946.496129,457903.192725
2035,307615.625313,460329.673802
2036,312704.004077,464955.472678
2037,315942.063291,467899.162873
2038,321493.021944,472945.48892
