year,Base case diesel consumed,Modeled non-residential ashp
2017,55956.8347778,38032.2328496
2018,55956.8347778,38032.2328496
2019,55956.8347778,38032.2328496
2020,55956.8347778,38032.2328496
2021,57338.2249317,39413.6230035
2022,57338.2249317,39413.6230035
2023,57338.2249317,39413.6230035
2024,57338.2249317,39413.6230035
2025,57338.2249317,39413.6230035
2026,57338.2249317,39413.6230035
2027,58719.6150856,40795.0131574
2028,58719.6150856,40795.0131574
2029,58719.6150856,40795.0131574
2030,58719.6150856,40795.0131574
2031,60101.0052395,42176.4033113
