year,Base case cost,Modeled solar power (pv)
2016,159089.437411,162674.65317
2017,184673.99606,187821.993939
2018,203280.947804,206123.841736
2019,228400.332658,230827.567134
2020,240029.677498,242285.814321
2021,247937.631989,250090.717981
2022,253984.891306,256069.115856
2023,257691.582855,259740.336844
2024,261406.056121,263428.135645
2025,265120.529387,267116.655767
2026,270227.930129,272175.38534
2027,274406.712553,276322.067946
2028,277656.876661,279556.317601
2029,282299.968244,284161.180742
2030,284554.937117,286409.088529
2031,289652.82687,291462.824698
2032,294750.716623,296517.574307
2033,299385.161853,301117.262287
2034,304946.496129,306630.060438
2035,307615.625313,309288.070819
