year,Base case diesel consumed,Modeled diesel efficiency
2019,46517.3793601,42288.526691
2020,46517.3793601,42288.526691
2021,46517.3793601,42288.526691
2022,46517.3793601,42288.526691
2023,46430.9158297,42209.9234815
2024,46430.9158297,42209.9234815
2025,46430.9158297,42209.9234815
2026,46430.9158297,42209.9234815
2027,46430.9158297,42209.9234815
2028,46430.9158297,42209.9234815
2029,46430.9158297,42209.9234815
2030,46344.4522993,42131.3202721
2031,46344.4522993,42131.3202721
2032,46344.4522993,42131.3202721
2033,46344.4522993,42131.3202721
2034,46344.4522993,42131.3202721
2035,46257.9887689,42052.7170626
2036,46257.9887689,42052.7170626
2037,46257.9887689,42052.7170626
2038,46257.9887689,42052.7170626
