year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8442.0370546,5487.32408549
2018,8442.62809231,5487.70826
2019,8443.18119184,5488.06777469
2020,8443.78314528,5488.45904443
2021,8444.36873847,5488.83968001
2022,8444.86398993,5489.16159346
2023,8445.28349847,5489.434274
2024,8445.69616132,5489.70250486
2025,8446.1655246,5490.00759099
2026,8446.71245901,5490.36309835
2027,8447.39350483,5490.80577814
2028,8448.00056919,5491.20036997
2029,8448.56115494,5491.56475071
2030,8449.13158886,5491.93553276
2031,8449.76120529,5492.34478344
