year,Base case cost,Modeled diesel efficiency
2019,149977.221524,312189.82153
2020,159308.221061,320672.548382
2021,165680.549904,326465.574603
2022,170178.664381,330554.769582
2023,173938.780863,333973.057293
2024,176568.52485,336363.733645
2025,179573.94655,339095.93519
2026,184114.637834,343223.836357
2027,187126.738248,345962.109462
2028,189762.326111,348358.098428
2029,193956.559061,352171.037473
2030,196220.643408,354229.29597
2031,199994.117319,357659.726799
2032,204596.586717,361843.789887
2033,208756.591252,365625.612192
2034,213386.610349,369834.720462
2035,216039.729838,372246.64727
2036,220208.917607,376036.817969
2037,222862.037096,378448.744777
2038,227531.293642,382693.523455
