year,Base case cost,Modeled solar power (pv)
2016,98144.5501177,101726.652874
2017,117064.514556,120321.776454
2018,130902.811804,133928.348222
2019,149977.221524,152681.094756
2020,159308.221061,161875.172366
2021,165680.549904,168159.098563
2022,170178.664381,172603.113308
2023,173938.780863,176329.653185
2024,176568.52485,178939.427485
2025,179573.94655,181919.01553
2026,184114.637834,186415.489281
2027,187126.738248,189403.130349
2028,189762.326111,192021.088734
2029,193956.559061,196179.635448
2030,196220.643408,198433.344855
2031,199994.117319,202172.486226
2032,204596.586717,206735.349369
2033,208756.591252,210856.595588
2034,213386.610349,215448.693271
2035,216039.729838,218088.282891
