year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,19528.64,187564.87,115701.71,27997.13,746899.17,92856.09
2018,21370.52,205335.05,125915.42,27993.65,747108.08,92882.07
2019,23973.91,230422.36,140334.78,27995.45,747403.02,92918.74
2020,25162.28,241920.71,141445.98,27991.29,747538.21,90031.31
2021,26020.16,250283.14,146072.61,27981.65,747636.52,90043.15
2022,26662.65,256554.97,149542.58,27973.97,747710.26,90052.03
2023,27084.85,260736.19,145953.6,27962.55,747759.41,87152.85
2024,27452.56,264394.75,147899.08,27951.08,747802.43,87157.86
2025,27876.75,268575.97,150122.48,27942.52,747851.58,87163.59
2026,28460.66,274325.15,146985.15,27931.94,747919.17,84265.76
2027,28883.09,278506.36,149118.64,27922.34,747968.33,84271.29
2028,29251.25,282164.93,150985.44,27912.74,748011.34,84276.14
2029,29734.22,286868.8,153385.61,27910.25,748066.64,84282.37
2030,30052.54,290004.71,148454.05,27905.12,748103.51,81380.09
2031,30639.68,295753.89,151263.97,27899.45,748171.1,81387.45
2032,,,153818.43,,,81394.13
2033,,,149737.02,,,78494.29
2034,,,152423.3,,,78501.38
2035,,,154132.75,,,78505.89
2036,,,149601.77,,,75605.09
