year,annotation,diesel generation efficiency
2002,,1.45
2003,,3.54
2004,,9.73
2005,,10.57
2006,,11.85
2007,,11.97
2008,,3.42
2009,,12.1
2010,,3.62
2011,,3.94
2012,,10.45
2013,,10.23
2014,,0.77
2015,,64.68
2016,start of forecast,25.23
2017,,25.23
2018,,25.23
2019,,25.23
2020,,25.23
2021,,25.23
2022,,25.23
2023,,25.23
2024,,25.23
2025,,25.23
2026,,25.23
2027,,25.23
2028,,25.23
2029,,25.23
2030,,25.23
2031,,25.23
2032,,25.23
2033,,25.23
2034,,25.23
2035,,25.23
2036,,25.23
2037,,25.23
2038,,25.23
2039,,25.23
2040,,25.23
