year,Base case cost,Modeled non-residential energy efficiency
2017,934464.036104,844693.146045
2018,952443.130131,860170.51011
2019,977825.380523,883086.025346
2020,989458.911952,892350.376026
2021,997919.662082,898506.234924
2022,1004265.22468,902606.718471
2023,1008495.59975,904650.574605
2024,1012197.17793,906218.178446
2025,1016427.55299,908362.734484
2026,1022244.31871,912137.475195
2027,1026474.69377,914378.066148
2028,1030176.27195,916137.793838
2029,1034935.4439,918997.170094
2030,1038108.2252,920319.137983
2031,1043924.99092,924320.25605
