year,Base case diesel consumed,Modeled residential ashp
2017,35338.6404543,5298.30859746
2018,35338.6404543,5298.30859746
2019,35338.6404543,5298.30859746
2020,34016.4981405,3976.16628368
2021,34016.4981405,3976.16628368
2022,34016.4981405,3976.16628368
2023,32694.3558268,2654.0239699
2024,32694.3558268,2654.0239699
2025,32694.3558268,2654.0239699
2026,31372.213513,1331.88165611
2027,31372.213513,1331.88165611
2028,31372.213513,1331.88165611
2029,31372.213513,1331.88165611
2030,30050.0711992,9.7393423321
2031,30050.0711992,9.7393423321
