year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,52265.2267512,38676.2677959
2018,52265.2267512,38676.2677959
2019,52265.2267512,38676.2677959
2020,52265.2267512,38676.2677959
2021,52265.2267512,38676.2677959
2022,52265.2267512,38676.2677959
2023,52265.2267512,38676.2677959
2024,52265.2267512,38676.2677959
2025,52265.2267512,38676.2677959
2026,52265.2267512,38676.2677959
2027,52265.2267512,38676.2677959
2028,52265.2267512,38676.2677959
2029,52265.2267512,38676.2677959
2030,52265.2267512,38676.2677959
2031,52265.2267512,38676.2677959
