year,Base case cost,Modeled water and wastewater efficiency
2017,47525.7765256,38215.4707304
2018,49364.1721119,39304.0481953
2019,51969.3515126,40894.0480917
2020,53153.5692366,41562.2549284
2021,54001.8168069,42013.9025306
2022,54636.6153082,42329.318358
2023,55047.3977149,42501.0100487
2024,55403.6429586,42639.4550523
2025,55819.2746079,42818.9479822
2026,56392.59929,43102.8435315
2027,56805.4302512,43284.5719899
2028,57163.9902392,43433.0327356
2029,57644.4735746,43663.4140322
2030,57957.654078,43786.6990725
2031,58539.1320883,44086.1937522
