year,Base case diesel consumed,Modeled non-residential ashp
2017,72972.8495823,51837.4988514
2018,72972.8495823,51837.4988514
2019,74224.8538375,53089.5031066
2020,74224.8538375,53089.5031066
2021,74224.8538375,53089.5031066
2022,75476.8580928,54341.5073619
2023,75476.8580928,54341.5073619
2024,75476.8580928,54341.5073619
2025,75476.8580928,54341.5073619
2026,76728.862348,55593.5116171
2027,76728.862348,55593.5116171
2028,76728.862348,55593.5116171
2029,77980.8666032,56845.5158723
2030,77980.8666032,56845.5158723
2031,77980.8666032,56845.5158723
