year,Base case diesel consumed,Modeled residential ashp
2017,100297.906688,13698.093823
2018,102801.915198,16202.1023334
2019,104053.919453,17454.1065886
2020,105305.923708,18706.1108439
2021,107809.932219,21210.1193543
2022,109061.936474,22462.1236096
2023,110313.940729,23714.1278648
2024,111565.944985,24966.13212
2025,114069.953495,27470.1406305
2026,115321.95775,28722.1448857
2027,117825.966261,31226.1533962
2028,119077.970516,32478.1576514
2029,121581.979026,34982.1661618
2030,122833.983282,36234.1704171
2031,125337.991792,38738.1789275
