year,population
2003,419.0
2004,436.0
2005,415.0
2006,422.0
2007,408.0
2008,389.0
2009,410.0
2010,402.0
2011,413.0
2012,419.0
2013,426.0
2014,433.0
2015,440.0
2016,446.0
2017,452.0
2018,457.0
2019,463.0
2020,467.0
2021,472.0
2022,477.0
2023,481.0
2024,485.0
2025,489.0
2026,492.0
2027,497.0
2028,501.0
2029,504.0
2030,508.0
2031,512.0
2032,516.0
2033,521.0
2034,526.0
2035,531.0
2036,535.0
2037,540.0
2038,545.0
2039,550.0
2040,555.0
