year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,102456.19,12472.47,62841.09,630.28
2018,102456.19,12479.91,62841.09,643.0
2019,102456.19,12486.75,62841.09,649.36
2020,102456.19,12493.24,62841.09,662.07
2021,102456.19,12499.6,62841.09,668.43
2022,102456.19,12505.42,62841.09,674.79
2023,102456.19,12510.79,62841.09,681.14
2024,102456.19,12516.21,62841.09,687.5
2025,102456.19,12521.37,62841.09,700.22
2026,102456.19,12526.62,62841.09,706.58
2027,102456.19,12532.03,62841.09,712.93
2028,102456.19,12537.5,62841.09,719.29
2029,102456.19,12542.3,62841.09,725.65
2030,102456.19,12547.19,62841.09,732.01
2031,102456.19,12552.43,62841.09,738.36
2032,102456.19,,,744.72
2033,102456.19,,,757.44
2034,102456.19,,,763.79
2035,102456.19,,,776.51
2036,102456.19,,,782.87
