year,Base case cost,Modeled non-residential energy efficiency
2017,40763.1000521,62517.5460508
2018,47151.2471312,68630.0080621
2019,56063.4298956,77174.610736
2020,60322.194615,81249.5854102
2021,63358.6977574,84163.5618558
2022,65527.3514943,86230.110012
2023,67144.2663969,87785.7615662
2024,68524.5832595,89115.0256385
2025,69983.4428765,90502.411349
2026,71876.2271962,92313.5112042
2027,73493.1420988,93869.1627583
2028,74715.4036758,95030.160987
2029,76568.9166184,96812.200023
2030,77712.635441,97915.0766134
2031,79605.4197608,99726.1764686
