year,Base case diesel consumed,Modeled residential ashp
2017,23533.4669186,12027.2711636
2018,23533.4669186,12027.2711636
2019,23533.4669186,12027.2711636
2020,22028.8929135,10522.6971585
2021,22028.8929135,10522.6971585
2022,22028.8929135,10522.6971585
2023,22028.8929135,10522.6971585
2024,20524.3189085,9018.12315339
2025,20524.3189085,9018.12315339
2026,20524.3189085,9018.12315339
2027,19019.7449034,7513.54914831
2028,19019.7449034,7513.54914831
2029,17515.1708983,6008.97514323
2030,17515.1708983,6008.97514323
2031,17515.1708983,6008.97514323
