year,Base case cost,Modeled biomass for heat (cordwood)
2017,46595.9910608,63828.0568646
2018,51923.9010608,67767.6152961
2019,59422.4410608,73312.1790146
2020,62974.3810608,75938.5513023
2021,65539.6710608,77835.3757323
2022,67315.6410608,79148.5618761
2023,68696.9510608,80169.9288769
2024,69880.9310608,81045.3863061
2025,71064.9110608,81920.8437354
2026,72643.5510608,83088.1203077
2027,74024.8610608,84109.4873084
2028,75011.5110608,84839.0351661
2029,76590.1510608,86006.3117384
2030,77576.8010608,86735.8595961
2031,79155.4410608,87903.1361684
2032,,
2033,,
2034,,
2035,,
2036,,
