year,Base case cost,Modeled diesel efficiency
2019,179547.197233,334818.354096
2020,187443.154282,341996.496867
2021,192935.993968,346989.987491
2022,197055.623732,350735.105458
2023,199802.043575,353231.85077
2024,202205.160938,355416.502918
2025,204951.580781,357913.24823
2026,208384.605584,361034.179869
2027,211131.025427,363530.925181
2028,213190.840309,365403.484165
2029,216280.562633,368212.322641
2030,218910.868417,370603.509717
2031,222008.663725,373419.68727
2032,225450.658511,376548.77344
2033,228892.653298,379677.859609
2034,231729.174249,382256.515019
2035,233788.989132,384129.074003
2036,238186.039221,388126.392267
2037,240251.236093,390003.843968
2038,243693.23088,393132.930138
