year,Base case cost,Modeled non-residential energy efficiency
2017,386304.509402,393857.197865
2018,407750.801807,413367.832414
2019,436533.983718,439553.15773
2020,449514.634384,451362.22601
2021,458544.652239,459577.23003
2022,465317.16563,465738.483046
2023,469832.174557,469845.985056
2024,473782.807369,473440.049315
2025,478297.816296,477547.551325
2026,483941.577455,482681.928838
2027,488456.586383,486789.430848
2028,491842.843078,489870.057356
2029,496922.228121,494490.997118
2030,500308.484817,497571.623625
2031,505387.86986,502192.563387
