year,Base case diesel consumed,Modeled transmission and interties
2021,43863.2155974,0.0
2022,43863.2155974,0.0
2023,43863.2155974,0.0
2024,43863.2155974,0.0
2025,43863.2155974,0.0
2026,43863.2155974,0.0
2027,43863.2155974,0.0
2028,43863.2155974,0.0
2029,43863.2155974,0.0
2030,43952.9154248,0.0
2031,43952.9154248,0.0
2032,43952.9154248,0.0
2033,43952.9154248,0.0
2034,43863.2155974,0.0
2035,43863.2155974,0.0
2036,43952.9154248,0.0
2037,43952.9154248,0.0
2038,43952.9154248,0.0
2039,43952.9154248,0.0
2040,43952.9154248,0.0
