year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,36845.9328888,27265.9903377
2018,36845.9328888,27265.9903377
2019,36845.9328888,27265.9903377
2020,36845.9328888,27265.9903377
2021,36845.9328888,27265.9903377
2022,36845.9328888,27265.9903377
2023,36845.9328888,27265.9903377
2024,36845.9328888,27265.9903377
2025,36845.9328888,27265.9903377
2026,36845.9328888,27265.9903377
2027,36845.9328888,27265.9903377
2028,36845.9328888,27265.9903377
2029,36845.9328888,27265.9903377
2030,36845.9328888,27265.9903377
2031,36845.9328888,27265.9903377
