year,Base case diesel consumed,Modeled residential ashp
2017,8809.23583891,-46307.5946205
2018,9005.15353685,-46111.6769226
2019,9201.07123479,-45915.7592246
2020,9396.98893273,-45719.8415267
2021,9592.90663067,-45523.9238287
2022,9592.90663067,-45523.9238287
2023,9788.82432861,-45328.0061308
2024,9984.74202655,-45132.0884329
2025,10180.6597245,-44936.1707349
2026,10180.6597245,-44936.1707349
2027,10376.5774224,-44740.253037
2028,10572.4951204,-44544.335339
2029,10572.4951204,-44544.335339
2030,10768.4128183,-44348.4176411
2031,10964.3305163,-44152.4999432
