year,Base case cost,Modeled non-residential energy efficiency
2017,212971.698817,236158.009683
2018,226925.464097,247919.342527
2019,246361.065738,264689.480538
2020,255331.343419,271960.435491
2021,261809.877299,276985.444978
2022,266295.016139,280217.379021
2023,269783.457459,282562.477739
2024,272275.20126,284020.275065
2025,275265.29382,285950.391857
2026,279252.0839,288805.742369
2027,282740.52522,291225.816712
2028,285232.26902,292756.832427
2029,289219.0591,295665.168845
2030,291212.45414,296776.91134
2031,295199.244221,299718.534264
