year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,47361.0,43275.6048088
2018,46625.0,42539.6048088
2019,46625.0,42539.6048088
2020,45889.0,41803.6048088
2021,45889.0,41803.6048088
2022,45154.0,41068.6048088
2023,44418.0,40332.6048088
2024,43682.0,39596.6048088
2025,42947.0,38861.6048088
2026,42211.0,38125.6048088
2027,41476.0,37390.6048088
2028,40740.0,36654.6048088
2029,40004.0,35918.6048088
2030,38533.0,34447.6048088
2031,37797.0,33711.6048088
2032,37062.0,32976.6048088
2033,37062.0,32976.6048088
2034,36326.0,32240.6048088
2035,36326.0,32240.6048088
2036,35591.0,31505.6048088
