year,Base case cost,Modeled non-residential energy efficiency
2017,13803774.3812,12353862.7865
2018,14510169.328,12960189.566
2019,15478192.0329,13800284.9643
2020,15975284.7732,14221117.6421
2021,16289238.0829,14479218.0458
2022,16550865.8409,14691184.3802
2023,16707842.4958,14810360.5117
2024,16864819.1506,14930023.1203
2025,17021795.8054,15050160.8054
2026,17231098.0119,15217406.612
2027,17414237.4425,15361783.3971
2028,17571214.0974,15483280.5411
2029,17754353.528,15628531.8554
2030,17885167.4071,15727560.9425
2031,18094469.6135,15896968.3618
