year,Base case diesel consumed,Modeled residential ashp
2017,344155.476314,-1449647.59757
2018,343086.013153,-1450717.06073
2019,341481.818412,-1452321.25548
2020,339610.257881,-1454192.81601
2021,338273.42893,-1455529.64496
2022,336134.502608,-1457668.57128
2023,333728.210497,-1460074.86339
2024,330787.186805,-1463015.88708
2025,327578.797323,-1466224.27656
2026,324103.04205,-1469700.03184
2027,321162.018358,-1472641.05553
2028,317953.628876,-1475849.44501
2029,312606.313072,-1481196.76081
2030,307258.997269,-1486544.07662
2031,302446.413045,-1491356.66084
