year,Base case cost,Modeled water and wastewater efficiency
2017,115243.763177,229600.829658
2018,122998.984918,231514.757312
2019,133506.975336,235418.747498
2020,138682.643724,235700.487052
2021,141875.91578,234684.705741
2022,144323.17309,233224.967105
2023,145476.249394,230939.38739
2024,146557.563025,228675.479572
2025,147475.354272,226366.820886
2026,148921.515828,224493.482769
2027,150218.231234,222585.402616
2028,151123.337065,220470.106946
2029,151739.854263,218212.52433
2030,151767.275542,215608.612243
2031,152719.443346,213709.06206
