year,Base case cost,Modeled residential energy efficiency
2017,11422136.2408,11060053.3093
2018,12092380.8775,11580413.6501
2019,12999157.3582,12294486.2335
2020,13422598.2891,12604396.0484
2021,13681519.2414,12781008.8407
2022,13855868.1763,12882468.1716
2023,13915067.1138,12886894.579
2024,13951036.2643,12868762.1552
2025,13973773.747,12838053.2956
2026,14032313.9956,12835072.0716
2027,14084370.04,12830589.0238
2028,14098099.7804,12792747.4058
2029,14043235.1166,12682549.8122
2030,13936025.4814,12529304.2147
2031,13917205.4554,12451944.0412
