year,Base case diesel consumed,Modeled non-residential ashp
2017,210271.412275,-246840.35354
2018,210271.412275,-246840.35354
2019,210271.412275,-246840.35354
2020,210271.412275,-246840.35354
2021,210271.412275,-246840.35354
2022,210271.412275,-246840.35354
2023,210271.412275,-246840.35354
2024,210271.412275,-246840.35354
2025,210271.412275,-246840.35354
2026,210271.412275,-246840.35354
2027,210271.412275,-246840.35354
2028,210271.412275,-246840.35354
2029,210271.412275,-246840.35354
2030,210271.412275,-246840.35354
2031,210271.412275,-246840.35354
