year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,57617.76,10072.05,46101.86,17043.39
2018,57617.76,10069.85,46101.86,17043.39
2019,57617.76,10067.44,46101.86,18065.94
2020,57617.76,10064.86,46101.86,18065.94
2021,57617.76,10062.14,46101.86,18065.94
2022,57617.76,10059.29,46101.86,18065.94
2023,57617.76,10056.35,46101.86,18065.94
2024,57617.76,10053.33,46101.86,18065.94
2025,57617.76,10050.26,46101.86,18065.94
2026,57617.76,10047.15,46101.86,18065.94
2027,57617.76,10044.03,46101.86,19088.48
2028,57617.76,10040.92,46101.86,19088.48
2029,57617.76,10037.85,46101.86,19088.48
2030,57617.76,10034.82,46101.86,19088.48
2031,57617.76,10031.86,46101.86,19088.48
2032,57617.76,10028.97,46101.86,19088.48
2033,57617.76,10026.18,46101.86,19088.48
2034,57617.76,10023.49,46101.86,19088.48
2035,57617.76,10020.91,46101.86,19088.48
2036,57617.76,10018.44,46101.86,20111.03
2037,57536.83,10016.1,46101.86,20111.03
2038,57536.83,10013.87,46101.86,20111.03
2039,57536.83,10011.77,46101.86,20111.03
2040,57536.83,10009.79,46101.86,20111.03
