year,population
2003,44.0
2004,44.0
2005,46.0
2006,50.0
2007,53.0
2008,56.0
2009,63.0
2010,66.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,67.0
2016,67.0
2017,67.0
2018,68.0
2019,68.0
2020,69.0
2021,69.0
2022,69.0
2023,70.0
2024,70.0
2025,71.0
2026,71.0
2027,72.0
2028,72.0
2029,73.0
2030,73.0
2031,73.0
2032,74.0
2033,74.0
2034,75.0
2035,75.0
2036,76.0
2037,76.0
2038,76.0
2039,77.0
2040,77.0
