year,Base case cost,Modeled water and wastewater efficiency
2017,57992.3922798,43117.6749521
2018,61940.0904562,45661.5444398
2019,67401.1665527,49218.3816873
2020,69965.0027469,50842.8504877
2021,71755.0658333,51952.8227418
2022,73090.9767896,52761.6550326
2023,74014.6440461,53297.2569346
2024,74764.9737389,53719.1052347
2025,75682.2672322,54254.4116492
2026,76793.3476952,54921.0444614
2027,77713.232361,55461.8279086
2028,78480.7790667,55902.6523979
2029,79513.7337031,56522.4866001
2030,80146.7853744,56876.8946575
2031,81283.8897866,57569.6254166
