year,Base case cost,Modeled non-residential energy efficiency
2017,288582.027242,300601.238417
2018,307773.906268,317841.67731
2019,334326.059627,342030.320373
2020,346796.425803,352981.53061
2021,355506.809627,360411.631849
2022,362010.562883,365782.489428
2023,366510.927858,369285.009282
2024,370169.289065,372012.085646
2025,374640.619428,375521.277973
2026,380055.574706,379935.18954
2027,384541.422375,383490.478041
2028,388286.88742,386364.430365
2029,393324.392732,390469.96726
2030,396416.578989,392759.13696
2031,401962.190025,397372.490495
