year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,43516.79,199185.31,120329.05,14475.6,89396.72,58223.51
2018,46754.18,214050.34,125824.5,15185.91,93723.56,61041.55
2019,51234.06,234616.27,141432.71,16167.11,99709.79,68548.14
2020,53329.65,244275.17,145217.74,16635.35,102521.25,70480.96
2021,54787.73,251021.79,147861.54,16967.34,104485.02,71831.0
2022,55871.4,256059.26,149835.57,17219.57,105951.31,72839.04
2023,56615.41,259545.01,151201.53,17399.23,106965.92,73536.56
2024,57216.32,262378.58,152311.93,17548.65,107790.7,74103.58
2025,57953.82,265841.85,153669.08,17728.45,108798.77,74796.61
2026,58849.94,270035.99,155312.64,17943.4,110019.58,75635.88
2027,59588.66,273510.5,165542.06,18124.57,111030.93,80348.59
2028,60202.07,276411.54,166743.23,18278.71,111875.35,80959.66
2029,61033.17,280313.33,168358.77,18480.57,113011.06,81781.53
2030,61536.07,282708.38,169350.44,18610.71,113708.2,82286.02
2031,62452.58,287003.72,171128.93,18831.31,114958.47,83190.79
2032,63366.58,291287.82,172902.76,19051.29,116205.46,84093.19
2033,64295.32,295639.39,174704.53,19274.32,117472.09,85009.8
2034,65277.97,300238.33,176608.72,19508.95,118810.73,85978.52
2035,65877.08,303071.91,177781.96,19658.85,119635.51,86575.38
2036,66857.83,307659.61,189306.8,19892.26,120970.88,91918.81
2037,67457.8,310493.18,190542.89,20041.28,121795.66,92545.52
2038,68449.1,315125.86,192563.8,20276.0,123144.12,93570.13
2039,69208.81,318690.32,194118.73,20459.07,124181.64,94358.49
2040,70291.32,323739.03,196321.13,20712.84,125651.2,95475.12
