year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,73217.0,61203.5331179
2018,73215.0,61201.5331179
2019,74235.0,62221.5331179
2020,74233.0,62219.5331179
2021,74230.0,62216.5331179
2022,74227.0,62213.5331179
2023,74224.0,62210.5331179
2024,74221.0,62207.5331179
2025,74218.0,62204.5331179
2026,74215.0,62201.5331179
2027,75234.0,63220.5331179
2028,75231.0,63217.5331179
2029,75228.0,63214.5331179
2030,75225.0,63211.5331179
2031,75222.0,63208.5331179
2032,75219.0,63205.5331179
2033,75216.0,63202.5331179
2034,75213.0,63199.5331179
2035,75211.0,63197.5331179
2036,76231.0,64217.5331179
