year,Base case cost,Modeled residential energy efficiency
2017,178552.559451,160489.414988
2018,186866.058566,166511.996826
2019,209980.850473,186659.606304
2020,215698.701003,190737.788294
2021,219692.543049,193454.496002
2022,222674.611778,195376.522296
2023,224738.096835,196577.806717
2024,226415.510495,197482.065976
2025,228465.682745,198693.207782
2026,230948.521217,200258.691323
2027,245890.644715,214379.936384
2028,247702.895947,215449.920854
2029,250140.303611,217033.495263
2030,251636.464511,217866.616218
2031,254319.72021,219666.292471
2032,256995.95168,221468.862273
2033,259714.328527,223313.796706
2034,262587.238425,225291.578066
2035,264357.344279,226387.552199
2036,281225.612863,242377.808207
