year,Base case cost,Modeled biomass for heat (cordwood)
2017,316337.584285,341304.953654
2018,339936.316359,360330.586167
2019,377788.215861,392140.212649
2020,393330.756472,404498.700728
2021,404177.787509,412936.213527
2022,412272.110255,419081.663701
2023,417867.506171,423147.453264
2024,422412.492819,426347.341201
2025,427970.819955,430410.703018
2026,434705.275627,435473.622461
2027,446344.017995,445641.91691
2028,451060.268057,449050.398053
2029,457409.138607,453843.652347
2030,461298.928182,456583.090618
2031,468289.020196,461939.975762
2032,475260.207087,467292.930508
2033,482340.908613,472749.58152
2034,489824.625749,478556.272274
2035,494434.325628,481960.191064
2036,508725.681959,494599.62305
