year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,46101.8584414,34115.3752466
2018,46101.8584414,34115.3752466
2019,46101.8584414,34115.3752466
2020,46101.8584414,34115.3752466
2021,46101.8584414,34115.3752466
2022,46101.8584414,34115.3752466
2023,46101.8584414,34115.3752466
2024,46101.8584414,34115.3752466
2025,46101.8584414,34115.3752466
2026,46101.8584414,34115.3752466
2027,46101.8584414,34115.3752466
2028,46101.8584414,34115.3752466
2029,46101.8584414,34115.3752466
2030,46101.8584414,34115.3752466
2031,46101.8584414,34115.3752466
